CNPJ|Nome|Ouvidor|WebSite|Telefone
17607375|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DE UBERABA - COPERURA LTDA.|AGUIMAR LEAL SILVA|www.coperura.com.br|08009400780
05070112|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INOVAÇÃO|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
49654502|COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED|EDISON THADEU GUERZONI||(17) 8007728011
10868663|ACG INSTITUIÇÃO DE PAGAMENTO S.A.|RAFAEL FERNANDES LOPES|http://www.acgsa.com.br/|08005800154
08647473|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE CORONEL FREITAS - CRESOL CORONEL FREITAS|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
27652684|GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.|MONIZE ANGELA COSTA ALCADE|www.genial.com.vc|08006058888
05816451|GENIAL INSTITUCIONAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.|MONIZE ANGELA COSTA ALCADE|www.genial.com.vc|08002829900
48755901|SOLFÁCIL SOCIEDADE DE CRÉDITO DIRETO S.A.|DANIELLE PAULINO SANTOS|https://landing.solfacil.com.br/|08000202815
07853842|UNIPRIME OURO - COOPERATIVA DE CRÉDITO DE OURO|GIZELE DEBARBA|www.sulcredi.com.br|08002002875
03485130|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ENCOSTAS DA SERRA GERAL|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
01727929|COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO|PAULINE BECKEL OLIVEIRA|www.unicredmg.com.br|08009400602
07958405|COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL SERRA MAR|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
05241145|COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS|ANA CRISTINA NUNES||08006424800
07202627|COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA -  CRESOL CENTRAL BRASIL|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
36272465|WILL S.A. INSTITUICAO DE PAGAMENTO|PABLO DAMACENO BRUM|https://www.willbank.com.br/|08007254511
96479258|SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.|FABIANA ONEDA DE GENARO|www.consorcioscania.com.br|08007711850
03428338|SICREDI CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERV DAS INST PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA E DAS DEMAIS INSTITUIÇÕES E ÓRGÃOS PÚBLICOS NO ESTADO DA PARAIBA LTDA.|MARCALINA HOENISCH AVILA|diretoria2211@sicredi.com.br|08006462519
13935893|CELCOIN INSTITUICAO DE PAGAMENTO S.A.|VICTOR HUGO NASCIMENTO ALVES|https://www.celcoin.com.br/|08005911852
26960328|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TOCANTINS LTDA|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobtocantins.com.br|08007250996
03502968|SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.|ADRIANA CRISTINA PAPAFILIPAKIS GRAZIANO||08007719090
05425526|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL DESENVOLVIMENTO|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
42054886|GETNET SOCIEDADE DE CREDITO DIRETO S.A.|FABIO VIEIRA BONEBERG||08006462606
36658769|BANCO XCMG BRASIL S.A.|MARIO ROBERTO LEITE DE OLIVEIRA|www.bancoxcmg.com.br|08009405723
11747606|FANCAR ADMINISTRADORA DE CONSÓRCIO LTDA.|ANGELICA PERIN NIKOSKY|www.consorciofancar.com.br|08006061900
20155248|PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA|PRISCILA REGINA DE SA MARTINS|www.parmetal.com.br|08007070150
06043050|BB ADMINISTRADORA DE CONSORCIOS S.A.|MARCEL KITAMURA|https://www.bb.com.br/site/pra-voce/consorcios|08007295678
24654881|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO|MARCALINA HOENISCH AVILA|www.sicredi.com.br|08006462519
02904138|COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA|ANA CRISTINA NUNES||08006424800
59956185|TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.|MATHEUS WILLIAM GERONASSO|www.consorciotradicao.com.br|08007704139
45793395|MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA|ANTONIO APARECIDO MONTEIRO DE CARVALHO|www.cnmf.com.br|08007707980
59305565|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CONFAB|KARINA JORDAO ROCHA||08008005656
05395814|NOVOTEMPO ADMINISTRADORA DE CONSORCIOS LTDA.|DARCI APARECIDA CALISTO|www.novotempoconsorcio.com.br|08007774185
02904125|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA|ANA CRISTINA NUNES||08006424800
34991938|SIMPALA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO|JEFFERSON DUARTE KASPER||08006426500
34666362|MONOPÓLIO CORRETORA DE CÂMBIO LTDA.|GUSTAVO XERFAN HABER|www.monopoliocambio.com.br|(91) 981169905
71590442|LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.|ANA ALICE ROCHA|www.lastro.com.br|08007705422
71328769|SICOOB COCRED COOPERATIVA DE CRÉDITO|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcocred.com.br|08007250996
03015152|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE SÃO VALENTIM - CRESOL SÃO VALENTIM|ANA CRISTINA NUNES||08006424800
04307598|FIDÚCIA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LIMITADA.|MIRELA FRANCABANDIERA JORGE||80000675757
24431221|COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRANSAMAZÔNICA - CRESOL TRANSAMAZÔNICA|ANA CRISTINA KAMIMURA ANDRADE|www.cresol.com.br/transamazonica|08004301981
13720915|BANCO WESTERN UNION DO BRASIL S.A.|GABRIELA ALVES DE MEDEIROS|www.bancowesternunion.com.br|08006007744
00968602|COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.|ANA CRISTINA KAMIMURA ANDRADE||08007250996
08055016|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INTERAÇÃO|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
41629070|KLUBI ADMINISTRADORA DE CONSÓRCIOS LTDA.|THIAGO CASTELO DOS SANTOS|www.klubi.com.br|08008903100
44292580|HR DIGITAL - SOCIEDADE DE CRÉDITO DIRETO S/A|LUDMILA GABRIELA PIRES VERAS|http:\\www.hrdigitalscd.com.br|08003457900
07509426|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL XANXERÊ|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
14568725|COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO SICOOB UNIMAIS RIO LTDA.|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobrio.com.br|08007250996
27171974|COOPERÁGUIA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ÁGUIA BRANCA|GILBERTO VIEIRA DA SILVA|www.cooperaguia.coop.br|08007774546
51489318|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED|ANA CRISTINA KAMIMURA ANDRADE|www.magiscred.com.br|08007250996
44475245|XP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.|RODRIGO MARINHO SANTOS||08007223730
09330158|COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL TREZE DE MAIO|ANA CRISTINA NUNES||08006424800
90278987|COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL|BERNARDETE PILATTI|www.cresal@cresal.coop.br|08006431517
05491616|COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS DO CENTRO OESTE - CREDITAG|VALDINE SILVA OLIVEIRA||08006617019
45725975|FINAMA ADMINISTRADORA DE CONSORCIO LTDA|CIBELE APARECIDA MONTEIRO|www.consorciofinama.com.br|08007094144
02093154|COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO MAGAZINE LUIZA, EMPRESAS CONTROLADAS E COLIGADAS - COOPLUIZA|KARINA JORDAO ROCHA|www.coopluiza.com.br|08008005656
00946465|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE ORLÂNDIA - CRED SERV|ANA CRISTINA KAMIMURA ANDRADE||08007250996
30949267|COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO LTDA. - CREDI-GAROTO|RODRIGO MARCONDES DA SILVA|www.credigaroto.coop.br|08000280010
18945670|INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA|ANA LUCIA DIAS PEREIRA|https://www.interdtvm.com.br/|08009407772
05745533|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ITATIBA DO SUL - CRESOL ITATIBA DO SUL|ANA CRISTINA NUNES||08006424800
68314921|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE DIVERSÕES DO ESTADO DE SÃO PAULO|CRISTIANA ALVES||08007250996
56360266|VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA|ANTONIO APARECIDO MONTEIRO DE CARVALHO|www.consorciovaltra.com.vr|08007707980
02844024|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
05794450|DESTAQUE ADMINISTRADORA DE CONSORCIOS LTDA|DAYANE PINTO|www.grupodestaque.com.br|08007607500
57987273|COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SÃO PAULO E MINAS GERAIS - COCREUNI|SORAIA MARTINS DE OLIVEIRA|www.cocreuni.com.br|(00) 00000000
33132044|BANCO CEDULA S.A.|LUCIO BOTELHO DA ROCHA|www.bancocedula.com.br|08000264313
05597773|CREDISIS CREDIBRÁS COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO OESTE DE RONDÔNIA|ANIELLEN BISPO PEREIRA||08006480020
20622809|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM|CRISTIANE MACIEL FRANCA||08007250996
37241230|SUMUP SOCIEDADE DE CRÉDITO DIRETO S.A.|RENATA BORTOLOTTE LACERDA||08000236510
07494300|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NA ÁREA DE SAÚDE, AFINS E EMPRESÁRIOS VINCULADOS À ACCI DE ERECHIM-RS-CREDISUL|GISLAINE PASA||08006466140
02587492|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS URUBICI - SICOOB CREDIARAUCÁRIA/SC|ANA CRISTINA KAMIMURA ANDRADE||08007250996
04632856|CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.|THAIS REGINA SASSO RONCASALIA|www.credisis.com.br|08006480020
04250224|MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA|ANTONIO APARECIDO MONTEIRO DE CARVALHO|www.consorciomaggi.com.br|08007707980
45331622|BNK DIGITAL SOCIEDADE DE CRÉDITO DIRETO S.A.|CARLOS LYRA|www.bdigital.com.br|08003055335
45691128|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON|KARINA JORDAO ROCHA|www.cooperjohnson.com.br|08009400652
18684408|AZIMUT BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA|ALESSANDRA SILVERIO DOS SANTOS DIAS|http://www.azimutbrasil.com.br/azwealth/|08007187831
02104058|COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL|KARINA JORDAO ROCHA||08007250996
04414354|COOPERATIVA DE CRÉDITO MÚTUO DO ABC - COOPER 7|ANA CRISTINA KAMIMURA ANDRADE||08007250996
06132348|LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.|ANDRE SANTOS CASIMIRO|www.laborcambio.com.br|08002819070
05349595|CNP CONSÓRCIO S.A. ADMINISTRADORA DE CONSÓRCIOS|KEDINA DE FATIMA GONCALVES RODRIGUES|https://www.cnpconsorcio.com.br|08002722022
92875780|WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.|RENAN DE MATTOS||08000257619
05463934|COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER|ANA CRISTINA KAMIMURA ANDRADE||08007250996
34335592|ÓTIMO SOCIEDADE DE CRÉDITO DIRETO S.A.|RENATA BASTOS DE AGUIAR|www.otimoscd.com.br|08000028118
04316357|SOCIALCRED S/A - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE|MIRELA FRANCABANDIERA JORGE|www.socialcred.com.br|08000675757
43488782|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL|KARINA JORDAO ROCHA|www.cooperfemsa.com.br|08009409369
08041950|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SISTEMA DE JUSTIÇA NO ESTADO DO CEARÁ - SICREDI COOPERJURIS|MARCALINA HOENISCH AVILA|www.sicredi.com.br/cooperjuris/|08006462519
60746948|BANCO BRADESCO S.A.|NAIRO JOSE MARTINELLI VIDAL JUNIOR|https://banco.bradesco/|08007279933
59118133|BANCO LUSO BRASILEIRO S.A.|ANA MARIA DA PIEDADE JESUS|www.lusobrasileiro.com.br|08007705876
26178111|COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. - SICOOB UNIÃO CENTRO OESTE|ANA CRISTINA KAMIMURA ANDRADE|www.sicoob.com.br/web/sicoobuniaocentrooeste|08007250996
27268770|COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.|DAIANE RODRIGUES VAZ|www.mycon.com.br|08005915531
23367634|ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA|DANIELLA REZENDE DE CARVALHO|www.consorciozema.com.br|80000956702
62928320|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO|BRUNA MAIA VELOSO||08008005656
35911258|STARCRED SOCIEDADE DE CRÉDITO DIRETO S.A.|TATIANE DA SILVA FERREIRA|starcred.com|08006475900
01657678|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED|ANA CRISTINA KAMIMURA ANDRADE|http://paraisocred.com.br/|08007250996
01658426|COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.|GILMAR MONTEIRO DE CARVALHO|www.cf.coop.br|08007013766
38224857|DELCRED SOCIEDADE DE CRÉDITO DIRETO S.A.|NILTON CARLOS ALVES ANDRADE|delbank.com.br|08008780212
00429890|COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcrediagro.com.br|08007250996
65697260|REPOM S.A.|GABRIELA BRAGA GONCALVES|https://www1.repom.com.br/|08007707503
35551187|PLANTAE S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO|ANTONIO CARLOS SHIRO HACHISUCA|www.plantaeagrocredito.com.br|08007219701
00122327|SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS|GRAZIELA ANDREZA LUZIA|www.santinvest.com.br|08006420506
59109165|BANCO VOLKSWAGEN S.A.|KATIA CRISTINA BOTELHO NETO|www.bancovw.com.br|08007012834
03323840|BANCO ALFA S.A.|OSMIR CONTRI|www.alfanet.com.br|08007220140
03269540|COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA - SICOOB COOPEMG|ANA CRISTINA KAMIMURA ANDRADE|www.coopemg.com.br|08007250996
51010858|COOPERATIVA DE CAPITAL E EMPRÉSTIMO COOPERMULTICRED - COOPERMC|KARINA JORDAO ROCHA|www.coopermc.com.br|08008005656
42887133|COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO|ANA CRISTINA KAMIMURA ANDRADE|www.sicoob.com.br/web/sicoobcredisucesso|08007250996
39738065|FFCRED SOCIEDADE DE CRÉDITO DIRETO S.A..|MIRELA FRANCABANDIERA JORGE|www.ffcredscd.com.br|08000675757
05410056|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL JAGUARUNA|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
03685335|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA UNIFI - CREDIUNIFI|KARINA JORDAO ROCHA||08008005656
10690848|BANCO DA CHINA BRASIL S.A.|THAISA GUN LIANG|www.boc-brazil.com|08009408505
92825397|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ELETRICITÁRIOS E DOS TRABALHADORES DAS EMPRESAS DO SETOR DE ENERGIA - COOPCRECE|ANTONIO CARLOS OLEQUES DA ROCHA|www.crece.com.br|08006005193
22896431|PICPAY INSTITUIÇÃO DE PAGAMENTO S.A.|MICHELLE ALVES LIMA|https://www.picpay.com.br|08000252000
08488377|COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA MISSÕES FRONTEIRA RS - CRESOL MISSÕES FRONTEIRA RS|VANICE RIGODANZO|www.cresolsicoper.com.br|08006482300
62246228|REDENÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.|GEORGE EDUARDO MOREIRA DE FARIAS||08007223333
61033106|BANCO CREFISA S.A.|ANA PAULA ALVES DE SOUZA|www.crefisa.com.br|08007038891
08561701|PAGSEGURO INTERNET INSTITUIÇÃO DE PAGAMENTO S.A.|MAURICIO LAMBSTAIN||08007282167
41219353|COOPSEBRAE - COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO SEBRAE/PB, SEBRAE/RN E SESC, SENAC E SENAR EM JOÃO PESSOA|NAIADE VACCARIELLO DE ALMEIDA|www.coopsebrae.com.br|08000420851
20961629|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA VALE S.A LTDA. - SICOOB CREDIVALE|ANA CRISTINA KAMIMURA ANDRADE|www.credivale.com.br|08007250996
09274232|STATE STREET BRASIL S.A. - BANCO COMERCIAL|JOAO LUIZ MACEDO||08008666622
05551841|TÁGIDE ADMINISTRADORA DE CONSÓRCIOS LTDA.|DARLAN CARVALHO MARQUES|www.tconsorcios.com.br|08007251545
55942312|SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.|ADRIANA CRISTINA PAPAFILIPAKIS GRAZIANO|https://www.santander.com.br|08007710301
04058605|SOLUÇÃO ADMINISTRADORA DE CONSÓRCIOS LTDA.|ROSELEE MARIA PERIN SARTORIO|www.consorciosolucao.com.br|08002833526
10866788|BANCO BANDEPE S.A.|ADRIANA CRISTINA PAPAFILIPAKIS GRAZIANO|https://www.santander.com.br|08007260322
07707650|AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.|ADRIANA CRISTINA PAPAFILIPAKIS GRAZIANO|https://www.santander.com.br|08007260322
03862898|COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO DOS EMPREGADOS DOS CORREIOS LTDA. - SICOOB COOPERCORREIOS|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcoopercorreios.com.br|08007250996
30172491|BANCO HYUNDAI CAPITAL BRASIL S.A.|ADRIANA CRISTINA PAPAFILIPAKIS GRAZIANO|https://www.bhcb.com.br/|08007715332
07450604|CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A|VALDERCI DO ROCIO PRZYBYSZ|www.br.ccb.com|08007252242
45457891|LEV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.|ROSEVANIA ARANDAS DA SILVA|https://www.lev.com.vc/|08000591544
88183173|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PARAMOUNT|EDER LUIS DOS SANTOS HERBSTRITH|www.paracred.com.br|08000420958
00184068|COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM|PAULINE BECKEL OLIVEIRA|www.unicred.com.br/multirregional|08009400602
21040668|GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.|AMANDA ROBERTA GRAMINHA GALLEGO|www.global-exchange.com/|08007705422
50579044|LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.|GISELE GIRALDI|www.levycam.com.br|(11) 07707103
09433005|COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA VALE DO CONTESTADO - CRESOL VALE DO CONTESTADO|LUCI FERREIRA|www.cresolsicoper.com.br|08006482300
19875244|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB COPESITA|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcopesita.com.br|08007250996
60250776|LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA|BRUNIA ROGERIA DE SOUZA PIRES GARCEZ|www.consorcioluiza.com.br|(16) 07111138
53272365|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS UNILEVER DO BRASIL|NILZA HELENA DA SILVA|www.coopercredunilever.com.br|08003277690
08075352|COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS E EMPREGADOS DOS TRANSPORTES E CORREIOS DO SUL DO BRASIL - TRANSPOCRED|JAQUELINE LEITE MOREIRA VERDI|www.transpocred.coop.br|08006441100
21661202|COOPERATIVA DE CRÉDITO CREDICAMPO LTDA.- SICOOB CREDICAMPO|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcredicampo.com.br|08007250996
41791005|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE POÇOS DE CALDAS LTDA. - COOPOÇOS|ANA CRISTINA KAMIMURA ANDRADE||08007250996
02335109|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcoopemata.com.br|08007250996
86774775|COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT|PAULINE BECKEL OLIVEIRA|www.unicred.com.br/centralrjmt|08009400602
73750424|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.|PAULINE BECKEL OLIVEIRA||08009400602
15163587|DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.|DANIELE SOARES DOS SANTOS MASCARENHAS|www.desenbahia.ba.gov.br|08002840011
46277273|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO CASINO, GRUPO PÃO DE AÇÚCAR E GRUPO ASSAÍ|KELI DA SILVA COELHO|http://www.gpativa.com.br|08007751110
02493000|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO NOS ESTADOS DE ALAGOAS, SERGIPE E BAHIA - SICOOB LESTE|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobleste.com.br|(82) 07250996
09639338|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE PRAIA GRANDE E REGIÃO - SICOOB COOPERACE|ANA CRISTINA KAMIMURA ANDRADE||08007250996
53263331|COBANSA COMPANHIA HIPOTECARIA|KELLY GAGO DA SILVA|www.cobansa.com|08007742006
02285107|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE CAMPINAS - COOPERUNICAMP|EDUARDO SPINELLI||(00) 00000000
81292278|COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL|ANA CRISTINA KAMIMURA ANDRADE||08007250996
60498557|BANCO MUFG BRASIL S.A.|JYUN ONUMA|www.br.bk.mufg.jp|08007704060
42100982|COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA|JULIO CESAR VEIGA||08002820627
07714057|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE|PAULINE BECKEL OLIVEIRA|www.coopnore.com.br|08006466140
33644196|BANCO FATOR S.A.|CAMILA DA SILVA FERREIRA OLIVEIRA|www.fator.com.br|08007732867
15122605|LÚMINA CORRETORA DE CÂMBIO LTDA.|ISABELLA RATTMANN QUEIROZ||80000712942
16651002|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - SICOOB COSEMI|ANA CRISTINA KAMIMURA ANDRADE|www.cosemi.com.br|08007250996
95163002|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.|PAULINE BECKEL OLIVEIRA||08006489000
68757681|SIMPAUL CORRETORA DE CAMBIO E VALORES MOBILIARIOS  S.A.|PATRICIA FATORI BLAZINA|www.solidus.com.br|08007742006
